APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	Cont_S1.PAU	Cont_S2.PAU	Cont_S3.PAU	Cont_S4.PAU	TDP43_S5.PAU	TDP43_S6.PAU	TDP43_S7.PAU	Cont_S1.TPM	Cont_S2.TPM	Cont_S3.TPM	Cont_S4.TPM	TDP43_S5.TPM	TDP43_S6.TPM	TDP43_S7.TPM	Site	Control_mean_PAU	KO_mean_PAU	DeltaPAU	P_value	FDR	APA_direction	Mechanistic_category
ENSG00000117500.15_1_S	ENST00000370282,ENST00000479918,ENST00000909499,ENST00001008605,ENST00001008607,ENST00001145654,ENST00001008606	ENSG00000117500.15	TMED5	chr1	93154343	93156483	-	93154343	93154669	326	5	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000117500.15_2_P	ENST00000370282,ENST00001008605,ENST00001008607,ENST00001145654	ENSG00000117500.15	TMED5	chr1	93154195	93154888	-	93154195	93154669	474	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000117500.15_3_D	ENST00000370282,ENST00001008605,ENST00001145654	ENSG00000117500.15	TMED5	chr1	93151849	93154888	-	93151849	93154669	2820	5	72.734	79.81	66.482	76.352	71.833	81.445	78.508	6.65306	7.107629	4.895052	7.641695	6.479584	7.557197	7.192591	D	73.8445	77.262	3.4175	0.436059571433811	1	NS	NS
ENSG00000198930.15_1_S	ENST00000370287,ENST00001091738,ENST00001091739,ENST00001091740,ENST00001091741,ENST00001091743,ENST00001132123,ENST00000370291	ENSG00000198930.15	CSAG1	chrX	152727483	152728224	-	152727483	152727579	96	1	100	100	100	100	100	100	100	0.436876	0.13848	0.16184	0.294302	0.285522	0.816521	0.409221	S	100	100	0	1	1	NS	NS
ENSG00000143033.20_1_P	ENST00000370298	ENSG00000143033.20	MTF2	chr1	93136669	93137578	+	93137027	93137578	551	3	58.158	45.903	44.768	51.761	39.058	45.084	56.923	50.352374	43.297936	40.595395	55.953592	35.911843	39.277984	56.816125	P	50.1475	47.0216666666667	-3.12583333333333	0.639394673897366	1	NS	NS
ENSG00000143033.20_2_D	ENST00000370298	ENSG00000143033.20	MTF2	chr1	93136669	93138246	+	93137027	93138246	1219	3	0	12.662	5.739	0	13.326	14.106	0	0	11.943949	5.204383	0	12.252983	12.289464	0	D	4.60025	9.144	4.54375	0.457644493232082	1	NS	NS
ENSG00000143033.20_3_D	ENST00000370298	ENSG00000143033.20	MTF2	chr1	93136669	93139081	+	93137027	93139081	2054	3	41.842	41.435	49.493	48.239	47.616	40.81	43.077	36.225749	39.083709	44.880105	52.146824	43.780285	35.555098	42.996169	D	45.25225	43.8343333333333	-1.41791666666667	0.646405371048923	1	NS	NS
ENSG00000135297.19_1_P	ENST00000370300,ENST00000521156,ENST00000680686,ENST00000681204,ENST00000861273,ENST00001124411,ENST00001134409	ENSG00000135297.19	MTO1	chr6	73500573	73501102	+	73500735	73501102	367	3	95.8	94.357	94.097	96.178	93.971	95.043	93.689	29.727002	23.782148	22.423488	33.808365	26.708979	32.058949	26.581629	P	95.108	94.2343333333333	-0.873666666666665	0.243845560038579	1	NS	NS
ENSG00000135297.19_2_D	ENST00000370300,ENST00000521156,ENST00000680686,ENST00000681204,ENST00000861273,ENST00001124411,ENST00001134409	ENSG00000135297.19	MTO1	chr6	73500573	73502561	+	73500735	73502561	1826	3	3.355	4.542	4.334	3.055	4.818	4.011	4.538	1.041115	1.144848	1.032847	1.073861	1.369494	1.352834	1.287548	D	3.8215	4.45566666666667	0.634166666666667	0.206130466980204	1	NS	NS
ENSG00000135297.19_3_D	ENST00000370300,ENST00000521156,ENST00000680686,ENST00000681204,ENST00000861273,ENST00001124411,ENST00001134409	ENSG00000135297.19	MTO1	chr6	73500573	73509236	+	73500735	73509236	8501	3	0.845	1.101	1.569	0.767	1.211	0.947	1.773	0.262107	0.277539	0.373862	0.269774	0.344152	0.319289	0.503023	D	1.0705	1.31033333333333	0.239833333333333	0.473386685227849	1	NS	NS
ENSG00000101198.16_1_S	ENST00000370307,ENST00000370313,ENST00000370316,ENST00001003261,ENST00001133862,ENST00001055374	ENSG00000101198.16	NKAIN4	chr20	63240783	63241752	-	63240783	63241492	709	1	100	100	100	100	100	100	100	85.287008	82.577374	93.379301	86.866702	136.947018	124.521387	137.051165	S	100	100	0	1	1	NS	NS
ENSG00000154511.14_1_S	ENST00000370310,ENST00000992688,ENST00001114482,ENST00001142193	ENSG00000154511.14	DIPK1A	chr1	92842166	92844195	-	92842166	92843382	1216	1	100	100	100	100	100	100	100	26.393138	29.329096	22.361061	28.894863	24.90732	21.747576	26.080089	S	100	100	0	1	1	NS	NS
ENSG00000164430.19_1_S	ENST00000370318	ENSG00000164430.19	CGAS	chr6	73413514	73414021	-	73413514	73414009	495	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000122406.16_1_S	ENST00000370321,ENST00001102216,ENST00001102217,ENST00001102218,ENST00001102220,ENST00001102221,ENST00001102229,ENST00001102231,ENST00001128707,ENST00001102227,ENST00001102224	ENSG00000122406.16	RPL5	chr1	92841765	92841924	+	92841865	92841924	59	1	100	100	100	100	100	100	100	1922.924777	2062.447686	1954.106569	1932.128054	2552.774281	2257.809483	2550.553308	S	100	100	0	1	1	NS	NS
ENSG00000166136.19_1_S	ENST00000370322,ENST00001083903,ENST00001101648,ENST00001101650	ENSG00000166136.19	NDUFB8	chr10	100523667	100523929	-	100523667	100523802	135	2	100	100	100	100	100	100	100	5.527204	4.452471	4.893208	4.5877	5.936549	5.785732	7.629271	S	100	100	0	1	1	NS	NS
ENSG00000102287.20_1_S	ENST00000370328,ENST00001038158,ENST00001132546	ENSG00000102287.20	GABRE	chrX	151953123	151955084	-	151953123	151954700	1577	1	100	100	100	100	100	100	100	0.295227	0.158701	0.305115	0.131217	0.423486	0.629751	0.44673	S	100	100	0	1	1	NS	NS
ENSG00000067208.19_1_S	ENST00000370331,ENST00000706867,ENST00000706885	ENSG00000067208.19	EVI5	chr1	92508695	92513970	-	92508695	92513655	4960	1	100	100	100	100	100	100	100	3.747478	3.620587	3.611582	3.44904	3.257342	3.632784	3.452669	S	100	100	0	1	1	NS	NS
ENSG00000149658.20_1_S	ENST00000370334	ENSG00000149658.20	YTHDF1	chr20	63195428	63196734	-	63195428	63196707	1279	1	100	100	100	100	100	100	100	64.965012	68.238008	64.412677	69.224859	65.41852	67.929591	78.307584	S	100	100	0	1	1	NS	NS
ENSG00000075826.19_1_S	ENST00000370345	ENSG00000075826.19	SEC31B	chr10	100486644	100487795	-	100486644	100487615	971	1	100	100	100	100	100	100	100	14.499181	13.47158	13.557704	13.672435	8.165968	8.945533	8.402305	S	100	100	0	1	1	NS	NS
ENSG00000101194.20_1_S	ENST00000370349,ENST00001002574,ENST00001131847	ENSG00000101194.20	SLC17A9	chr20	62967336	62969585	+	62967500	62969585	2085	2	100	NA	NA	NA	NA	100	NA	0.104054	0	0	0	0	0.090186	0	S	100	100	0	NA	NA	NS	NS
ENSG00000147378.13_1_S	ENST00000370350,ENST00001095947	ENSG00000147378.13	FATE1	chrX	151722627	151723194	+	151723033	151723194	161	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000130032.18_1_P	ENST00000370353	ENSG00000130032.18	PRRG3	chrX	151700505	151701590	+	151701033	151701590	557	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000130032.18_2_D	ENST00000370353	ENSG00000130032.18	PRRG3	chrX	151700505	151705924	+	151701033	151705924	4891	2	100	100	100	100	100	100	100	2.410704	2.181942	2.634186	2.240993	3.255081	2.701625	2.964418	D	100	100	0	1	1	NS	NS
ENSG00000099194.8_1_S	ENST00000370355,ENST00001121740,ENST00001121741,ENST00001137484	ENSG00000099194.8	SCD	chr10	100360733	100364834	+	100361000	100364834	3834	1	100	100	100	100	100	100	100	411.250802	430.092084	414.222771	431.321211	343.979891	360.817575	383.560831	S	100	100	0	1	1	NS	NS
ENSG00000166049.11_1_P	ENST00000370357	ENSG00000166049.11	PASD1	chrX	151675996	151676511	+	151676143	151676511	368	2	0	100	NA	0	0	100	NA	0	0.194493	0	0	0	0.12602	0	P	33.3333333333333	50	16.6666666666667	0.80876844414145	1	NS	NS
ENSG00000166049.11_2_D	ENST00000370357	ENSG00000166049.11	PASD1	chrX	151675996	151676739	+	151676143	151676739	596	2	100	0	NA	100	100	0	NA	0.168891	0	0	0.306282	0.084339	0	0	D	66.6666666666667	50	-16.6666666666667	0.80876844414145	1	NS	NS
ENSG00000203907.11_1_S	ENST00000370359	ENSG00000203907.11	OOEP	chr6	73368554	73368863	-	73368554	73368783	229	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000174842.19_1_S	ENST00000370360	ENSG00000174842.19	GLMN	chr1	92246401	92246646	-	92246401	92246529	128	1	100	100	100	100	100	100	100	10.508419	10.723753	12.293737	8.015449	18.976842	10.2139	12.514567	S	100	100	0	1	1	NS	NS
ENSG00000203908.5_1_S	ENST00000370367	ENSG00000203908.5	KHDC3L	chr6	73363555	73364171	+	73363860	73364171	311	1	100	NA	100	NA	NA	NA	100	0.357758	0	0.25415	0	0	0	0.105827	S	100	100	0	NA	NA	NS	NS
ENSG00000203909.5_1_S	ENST00000370370	ENSG00000203909.5	DPPA5	chr6	73353064	73353378	-	73353064	73353319	255	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000203910.10_1_S	ENST00000370373	ENSG00000203910.10	C1orf146	chr1	92245539	92245813	+	92245674	92245813	139	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000256980.5_1_S	ENST00000370388	ENSG00000256980.5	KHDC1L	chr6	73223543	73223839	-	73223543	73223747	204	1	100	100	100	100	NA	100	100	1.00216	0.433578	0.757371	0.276979	0	0.59034	0.299108	S	100	100	0	1	1	NS	NS
ENSG00000171100.18_1_P	ENST00000370396,ENST00000866457	ENSG00000171100.18	MTM1	chrX	150671427	150672875	+	150671595	150672875	1280	3	100	96.46	0	0	0	0	0	5.085874	4.684965	0	0	0	0	0	P	49.115	0	-49.115	0.181793446538275	1	NS	NS
ENSG00000171100.18_2_D	ENST00000370396,ENST00000866457	ENSG00000171100.18	MTM1	chrX	150671427	150673150	+	150671595	150673150	1555	3	0	0	100	100	100	100	100	0	0	5.194439	6.568014	4.732972	4.546588	5.258881	D	50	100	50	0.181690113816209	1	NS	NS
ENSG00000213341.13_1_D	ENST00000370397	ENSG00000213341.13	CHUK	chr10	100188297	100189627	-	100188297	100189597	1300	2	0	42.468	28.502	0	0	25.891	0	0	9.27411	5.562962	0	0	4.951083	0	D	17.7425	8.63033333333333	-9.11216666666667	0.535264573120492	1	NS	NS
ENSG00000213341.13_2_P	ENST00000370397	ENSG00000213341.13	CHUK	chr10	100188366	100189627	-	100188366	100189597	1231	2	100	57.532	71.498	100	100	74.109	100	16.977368	12.56354	13.955115	20.915968	26.170018	14.17152	19.896643	P	82.2575	91.3696666666667	9.11216666666667	0.535264573120492	1	NS	NS
ENSG00000171116.7_1_S	ENST00000370416	ENSG00000171116.7	HSFX1	chrX	149776082	149776867	+	149776790	149776867	77	1	NA	NA	NA	NA	100	100	NA	0	0	0	0	3.296963	3.856338	0	S	NA	100	NA	NA	NA	NS	NS
ENSG00000162669.17_1_S	ENST00000370425	ENSG00000162669.17	HFM1	chr1	91260765	91261359	-	91260765	91261289	524	1	NA	100	100	100	100	100	100	0	1.45122	3.938689	2.193528	5.262303	1.298291	1.953258	S	100	100	0	1	1	NS	NS
ENSG00000119900.10_1_P	ENST00000370435	ENSG00000119900.10	OGFRL1	chr6	71301385	71302270	+	71302049	71302270	221	4	23.224	39.199	24.918	29.56	45.648	34.131	38.412	5.085661	9.53558	4.80668	6.804613	10.408026	6.365947	8.057283	P	29.22525	39.397	10.17175	0.0942963497691767	1	NS	NS
ENSG00000119900.10_2_D	ENST00000370435	ENSG00000119900.10	OGFRL1	chr6	71301385	71305641	+	71302049	71305641	3592	4	28.09	23.549	32.839	24.368	20.403	23.075	22.38	6.151277	5.728493	6.334689	5.609495	4.65213	4.303828	4.694335	D	27.2115	21.9526666666667	-5.25883333333334	0.0845437587418672	1	NS	NS
ENSG00000119900.10_3_D	ENST00000370435	ENSG00000119900.10	OGFRL1	chr6	71301385	71308872	+	71302049	71308872	6823	4	48.687	0	42.243	35.351	33.949	32.653	20.685	10.661825	0	8.14864	8.137587	7.740521	6.090253	4.33893	D	31.57025	29.0956666666667	-2.47458333333334	0.842722944321106	1	NS	NS
ENSG00000119900.10_4_D	ENST00000370435	ENSG00000119900.10	OGFRL1	chr6	71301385	71308950	+	71302049	71308950	6901	4	0	37.252	0	10.721	0	10.14	18.523	0	9.062039	0	2.46792	0	1.891258	3.88548	D	11.99325	9.55433333333333	-2.43891666666667	0.822732712865919	1	NS	NS
ENSG00000143032.9_1_S	ENST00000370445	ENSG00000143032.9	BARHL2	chr1	90711538	90712624	-	90711538	90712311	773	1	100	100	100	100	100	100	100	0.767952	0.901864	1.030083	0.671675	0.44895	1.010213	1.48346	S	100	100	0	1	1	NS	NS
ENSG00000171488.17_1_P	ENST00000370454	ENSG00000171488.17	LRRC8C	chr1	89712708	89715156	+	89714982	89715156	174	2	0	0	0	0	0	40.506	0	0	0	0	0	0	0.68311	0	P	0	13.502	13.502	0.422649730810374	1	NS	NS
ENSG00000171488.17_2_D	ENST00000370454	ENSG00000171488.17	LRRC8C	chr1	89712708	89719533	+	89714982	89719533	4551	2	100	100	100	100	100	59.494	100	1.543119	1.67215	1.361281	1.995607	1.767368	1.003315	1.38762	D	100	86.498	-13.502	0.422649730810374	1	NS	NS
ENSG00000183347.17_1_P	ENST00000370456	ENSG00000183347.17	GBP6	chr1	89385229	89386268	+	89385469	89386268	799	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	NA	NA	NA	NA	NA	NS	NS
ENSG00000183347.17_2_D	ENST00000370456	ENSG00000183347.17	GBP6	chr1	89385229	89386461	+	89385469	89386461	992	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000154451.17_1_D	ENST00000370459	ENSG00000154451.17	GBP5	chr1	89258949	89260817	-	89258949	89260703	1754	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000154451.17_2_P	ENST00000370459	ENSG00000154451.17	GBP5	chr1	89260581	89260817	-	89260581	89260703	122	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	NA	NA	NA	NA	NA	NS	NS
ENSG00000154079.7_1_S	ENST00000370474	ENSG00000154079.7	SDHAF4	chr6	70588614	70589569	+	70588724	70589569	845	1	100	100	100	100	100	100	100	34.179441	36.828407	28.331445	34.494845	38.235495	32.214168	37.194405	S	100	100	0	1	1	NS	NS
ENSG00000117226.15_1_D	ENST00000370481	ENSG00000117226.15	GBP3	chr1	89006665	89007852	-	89006665	89007723	1058	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000117226.15_2_D	ENST00000370481	ENSG00000117226.15	GBP3	chr1	89006790	89007852	-	89006790	89007723	933	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000117226.15_3_P	ENST00000370481	ENSG00000117226.15	GBP3	chr1	89006816	89007852	-	89006816	89007723	907	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	NA	NA	NA	NA	NA	NS	NS
ENSG00000101189.9_1_S	ENST00000370487	ENSG00000101189.9	MRGBP	chr20	62799455	62801738	+	62799643	62801738	2095	2	100	100	100	100	100	100	100	0.601531	0.701641	1.13092	0.563677	0.889452	0.62268	0.706741	S	100	100	0	1	1	NS	NS
ENSG00000198018.9_1_S	ENST00000370489,ENST00001057042,ENST00001136420	ENSG00000198018.9	ENTPD7	chr10	99704451	99706240	+	99704683	99706240	1557	1	100	100	100	100	100	100	100	11.081234	9.566218	9.370721	11.354583	9.07437	9.98117	10.650218	S	100	100	0	1	1	NS	NS
ENSG00000155287.14_1_S	ENST00000370495,ENST00001123131,ENST00001137511	ENSG00000155287.14	SLC25A28	chr10	99610521	99611366	-	99610521	99610848	327	1	100	100	100	100	100	100	100	39.580391	38.053571	38.516059	38.982239	32.652006	39.000276	35.744041	S	100	100	0	1	1	NS	NS
ENSG00000137947.14_1_S	ENST00000370500	ENSG00000137947.14	GTF2B	chr1	88852931	88853346	-	88852931	88853212	281	1	100	100	100	100	100	100	100	99.300397	114.801698	66.261188	107.899465	98.459482	98.235171	76.160375	S	100	100	0	1	1	NS	NS
ENSG00000101188.6_1_S	ENST00000370501,ENST00001005831,ENST00001132939	ENSG00000101188.6	NTSR1	chr20	62760017	62762771	+	62760267	62762771	2504	1	NA	NA	100	NA	100	100	NA	0	0	0.021805	0	0.037487	0.01614	0	S	100	100	0	NA	NA	NS	NS
ENSG00000101187.18_2_D	ENST00000370507	ENSG00000101187.18	SLCO4A1	chr20	62671749	62672607	+	62671893	62672607	714	2	17.212	14.481	14.596	8.643	12.172	13.087	19.045	2.077269	1.690534	1.945524	0.86952	1.20171	1.7147	2.149257	D	13.733	14.768	1.035	0.730166733239342	1	NS	NS
ENSG00000065243.22_1_P	ENST00000370513	ENSG00000065243.22	PKN2	chr1	88833244	88835805	+	88833448	88835805	2357	3	0	0	98.713	100	91.476	79.265	0	0	0	13.911047	13.089514	11.370323	10.39109	0	P	49.67825	56.9136666666667	7.23541666666667	0.86569309890003	1	NS	NS
ENSG00000065243.22_2_D	ENST00000370513	ENSG00000065243.22	PKN2	chr1	88833244	88835922	+	88833448	88835922	2474	3	100	98.368	0	0	0	20.735	100	13.33565	11.749362	0	0	0	2.71826	11.810941	D	49.592	40.245	-9.347	0.832570112870677	1	NS	NS
ENSG00000065243.22_3_D	ENST00000370513	ENSG00000065243.22	PKN2	chr1	88833244	88836255	+	88833448	88836255	2807	3	0	1.632	1.287	0	8.524	0	0	0	0.194949	0.181316	0	1.059524	0	0	D	0.72975	2.84133333333333	2.11158333333333	0.535984586978539	1	NS	NS
ENSG00000203926.5_1_S	ENST00000370518	ENSG00000203926.5	SPANXA2	chrX	141590486	141590772	+	141590708	141590772	64	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000198021.8_1_S	ENST00000370519	ENSG00000198021.8	SPANXA1	chrX	141583683	141583959	-	141583683	141583737	54	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000182195.10_1_D	ENST00000370526	ENSG00000182195.10	LDOC1	chrX	141173234	141177129	-	141173234	141176580	3346	2	0	7.574	0	0	2.68	0	0	0	0.025566	0	0	0.016607	0	0	D	1.8935	0.893333333333333	-1.00016666666667	0.656800635049219	1	NS	NS
ENSG00000182195.10_2_P	ENST00000370526	ENSG00000182195.10	LDOC1	chrX	141175744	141177129	-	141175744	141176580	836	2	100	92.426	100	100	97.32	100	100	0.292141	0.311967	0.486627	0.396479	0.603128	0.459015	0.707434	P	98.1065	99.1066666666667	1.00016666666667	0.656800635049217	1	NS	NS
ENSG00000134595.9_1_S	ENST00000370536	ENSG00000134595.9	SOX3	chrX	140502986	140505069	-	140502986	140503719	733	1	100	100	100	100	100	100	100	0.962588	1.176141	1.225177	1.500962	1.978376	1.464842	4.053908	S	100	100	0	1	1	NS	NS
ENSG00000203933.4_1_S	ENST00000370540	ENSG00000203933.4	CXorf66	chrX	139955724	139956739	-	139955724	139955895	171	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000143013.15_1_P	ENST00000370542	ENSG00000143013.15	LMO4	chr1	87344787	87345580	+	87344796	87345580	784	4	78.257	80.224	75.555	75.852	75.63	76.127	75.274	122.202832	140.8666	107.285988	126.871181	115.231786	107.840747	98.309505	P	77.472	75.677	-1.79500000000002	0.201038317738413	1	NS	NS
ENSG00000143013.15_2_D	ENST00000370542	ENSG00000143013.15	LMO4	chr1	87344787	87346467	+	87344796	87346467	1671	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000143013.15_3_D	ENST00000370542	ENSG00000143013.15	LMO4	chr1	87344787	87347105	+	87344796	87347105	2309	4	12.622	11.266	14.066	14.805	15.532	14.576	11.316	19.710143	19.781449	19.974102	24.7633	23.664649	20.648331	14.778516	D	13.18975	13.808	0.61825	0.704100474367841	1	NS	NS
ENSG00000143013.15_4_D	ENST00000370542	ENSG00000143013.15	LMO4	chr1	87344787	87348923	+	87344796	87348923	4127	4	9.12	8.51	10.379	9.343	8.839	9.297	13.411	14.241987	14.943411	14.738032	15.627216	13.466908	13.16952	17.514625	D	9.338	10.5156666666667	1.17766666666667	0.506694144355641	1	NS	NS
ENSG00000267561.2_1_S	ENST00000370548	ENSG00000267561.2	ENSG00000267561	chr1	87168135	87169204	+	87168176	87169204	1028	1	100	100	NA	NA	100	100	NA	0.124941	0.047073	0	0	0.11863	0.11933	0	S	100	100	0	1	1	NS	NS
ENSG00000172987.15_1_S	ENST00000370549	ENSG00000172987.15	HPSE2	chr10	98457076	98459739	-	98457076	98459573	2497	1	NA	NA	100	NA	NA	NA	NA	0	0	0.019582	0	0	0	0	S	100	NA	NA	NA	NA	NS	NS
ENSG00000153936.19_1_S	ENST00000370550	ENSG00000153936.19	HS2ST1	chr1	87104469	87109998	+	87104696	87109998	5302	3	100	100	100	100	100	100	100	10.602886	8.762716	9.475244	10.905417	8.009561	9.547902	9.602218	S	100	100	0	1	1	NS	NS
ENSG00000097033.17_1_S	ENST00000370558,ENST00001092334,ENST00001123524,ENST00001145804	ENSG00000097033.17	SH3GLB1	chr1	86743127	86748184	+	86743300	86748184	4884	4	100	100	100	100	100	100	100	65.862362	64.988087	58.750798	63.713909	52.731638	55.993913	55.852984	S	100	100	0	1	1	NS	NS
ENSG00000171858.20_1_S	ENST00000370562,ENST00000450116,ENST00001098785,ENST00001127239,ENST00001098786,ENST00000343986,ENST00001075753,ENST00001075759,ENST00001075760,ENST00001075766,ENST00001098775,ENST00001098779,ENST00001098781,ENST00001098782,ENST00001098784,ENST00001131874,ENST00001098783	ENSG00000171858.20	RPS21	chr20	62387610	62388519	+	62388510	62388519	9	1	100	100	100	100	100	100	100	44.525286	42.498988	36.116318	37.182413	42.052151	54.096789	39.094403	S	100	100	0	1	1	NS	NS
ENSG00000016602.11_1_S	ENST00000370563	ENSG00000016602.11	CLCA4	chr1	86579941	86580754	+	86580345	86580754	409	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000137975.9_1_P	ENST00000370565	ENSG00000137975.9	CLCA2	chr1	86455084	86455557	+	86455527	86455557	30	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	NA	NA	NA	NA	NA	NS	NS
ENSG00000137975.9_2_D	ENST00000370565	ENSG00000137975.9	CLCA2	chr1	86455084	86456490	+	86455527	86456490	963	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000137975.9_3_D	ENST00000370565	ENSG00000137975.9	CLCA2	chr1	86455084	86456558	+	86455527	86456558	1031	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000122417.18_1_D	ENST00000370566,ENST00000359242	ENSG00000122417.18	ODF2L	chr1	86346823	86352208	-	86346823	86348749	1926	3	32.658	35.303	44.063	44.399	41.99	27.94	44.774	5.431833	3.517515	4.635896	4.465562	5.072165	4.190948	4.684191	D	39.10575	38.2346666666667	-0.871083333333331	0.893246793318226	1	NS	NS
ENSG00000122417.18_2_D	ENST00000370566,ENST00000359242	ENSG00000122417.18	ODF2L	chr1	86348105	86352208	-	86348105	86348749	644	3	0	64.697	55.937	55.601	58.01	38.567	55.226	0	6.446199	5.885182	5.592167	7.007264	5.785016	5.77758	D	44.05875	50.601	6.54225	0.704473369433031	1	NS	NS
ENSG00000122417.18_3_P	ENST00000370566,ENST00000359242	ENSG00000122417.18	ODF2L	chr1	86348736	86352208	-	86348736	86348749	13	3	67.342	0	0	0	0	33.493	0	11.200538	0	0	0	0	5.02381	0	P	16.8355	11.1643333333333	-5.67116666666667	0.790559646101875	1	NS	NS
ENSG00000168216.15_1_D	ENST00000370570	ENSG00000168216.15	LMBRD1	chr6	69675801	69676271	-	69675801	69676157	356	2	100	100	100	100	0	100	100	55.610053	55.48889	52.707922	60.165346	0	57.124811	67.355688	D	100	66.6666666666667	-33.3333333333333	0.422649730810374	1	NS	NS
ENSG00000168216.15_2_P	ENST00000370570	ENSG00000168216.15	LMBRD1	chr6	69675856	69676271	-	69675856	69676157	301	2	0	0	0	0	100	0	0	0	0	0	0	97.792246	0	0	P	0	33.3333333333333	33.3333333333333	0.422649730810374	1	NS	NS
ENSG00000171502.16_1_S	ENST00000370571	ENSG00000171502.16	COL24A1	chr1	85729232	85730692	-	85729232	85730545	1313	1	NA	100	100	NA	NA	NA	100	0	0.073114	0.454929	0	0	0	0.078868	S	100	100	0	NA	NA	NS	NS
ENSG00000117174.13_1_S	ENST00000370574	ENSG00000117174.13	ZNHIT6	chr1	85652807	85654098	-	85652807	85654057	1250	1	100	100	100	100	100	100	100	21.93967	22.014345	27.080281	25.815105	27.868376	23.395889	28.285521	S	100	100	0	1	1	NS	NS
ENSG00000119943.15_1_S	ENST00000370575,ENST00000992525,ENST00001140478,ENST00000992524	ENSG00000119943.15	PYROXD2	chr10	98383564	98383910	-	98383564	98383797	233	1	NA	100	NA	100	100	100	100	0	0.930511	0	0.246802	1.125594	0.49765	1.035407	S	100	100	0	1	1	NS	NS
ENSG00000101977.23_1_S	ENST00000370576,ENST00000536274,ENST00001044102	ENSG00000101977.23	MCF2	chrX	139581769	139582503	-	139581769	139582306	537	1	100	100	100	100	100	100	100	1.383263	2.195985	2.232277	2.019536	0.511354	1.025174	0.996257	S	100	100	0	1	1	NS	NS
ENSG00000095713.16_1_S	ENST00000370597,ENST00001030313,ENST00001142208	ENSG00000095713.16	CRTAC1	chr10	97864999	97865714	-	97864999	97865547	548	1	100	100	100	100	100	100	100	0.893241	0.540346	0.819539	0.466332	1.492616	1.493799	1.541959	S	100	100	0	1	1	NS	NS
ENSG00000155265.14_1_P	ENST00000370602	ENSG00000155265.14	GOLGA7B	chr10	97865589	97867748	+	97865700	97867748	2048	3	71.958	76.583	72.507	76.397	9.019	14.959	0	36.214488	36.403065	38.499044	36.816221	3.489028	6.244653	0	P	74.36125	7.99266666666667	-66.3685833333333	0.00240981290458733	0.828470355827079	Lengthening	Proximal decreased
