APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	MATR3_KO1_Rep1.PAU	MATR3_KO1_Rep2.PAU	MATR3_KO5_Rep1.PAU	WT1_Rep1.PAU	WT1_Rep2.PAU	WT1_Rep3.PAU	WT7_Rep1.PAU	WT7_Rep2.PAU	MATR3_KO1_Rep1.TPM	MATR3_KO1_Rep2.TPM	MATR3_KO5_Rep1.TPM	WT1_Rep1.TPM	WT1_Rep2.TPM	WT1_Rep3.TPM	WT7_Rep1.TPM	WT7_Rep2.TPM	TPM_pass_n	Expression_Pass	WT_mean_PAU	MATR3_KO_mean_PAU	DeltaPAU	P_value	FDR	minus_log10_P	Min_Length	Max_Length	APA_Site	Mechanism	Four_Category
ENSG00000140600.19_2_D	ENST00000324537,ENST00001118605,ENST00001137319	ENSG00000140600.19	SH3GL3	chr15	83618081	83618743	+	83618287	83618743	456	2	100	100	100	100	100	100	100	100	11.100497	14.26225	25.770147	35.139362	29.438457	29.720443	22.100233	26.675605	8	TRUE	100	100	0	1	1	0	456	456	Intermediate	NS	NS
ENSG00000124486.17_1_P	ENST00000324545	ENSG00000124486.17	USP9X	chrX	41232386	41234283	+	41232524	41234283	1759	3	82.798	87.217	84.703	77.912	74.655	74.658	77.515	73.798	74.524565	74.423021	105.308003	71.872983	67.099753	76.594799	80.743608	72.510323	8	TRUE	75.7076	84.906	9.19840000000001	0.00478506048292549	0.494073699274762	2.32011256839189	1759	4055	Proximal	NS	NS
ENSG00000124486.17_2_D	ENST00000324545	ENSG00000124486.17	USP9X	chrX	41232386	41234419	+	41232524	41234419	1895	3	5.456	0	0	10.697	14.396	13.238	11.345	14.081	4.910697	0	0	9.86799	12.939192	13.581471	11.817803	13.83491	6	TRUE	12.7514	1.81866666666667	-10.9327333333333	0.0153476569654489	0.671118999720565	1.8139579162549	1759	4055	Intermediate	NS	NS
ENSG00000124486.17_3_D	ENST00000324545	ENSG00000124486.17	USP9X	chrX	41232386	41236579	+	41232524	41236579	4055	3	11.746	12.783	15.297	11.391	10.949	12.104	11.14	12.121	10.572528	10.907401	19.0181	10.507681	9.840613	12.417943	11.603642	11.909254	8	TRUE	11.541	13.2753333333333	1.73433333333333	0.238050121002257	0.945539714199962	0.623331593435011	1759	4055	Distal	NS	NS
ENSG00000151748.17_1_D	ENST00000324679	ENSG00000151748.17	SAV1	chr14	50633635	50635384	-	50633635	50635182	1547	3	43.562	43.466	29.704	33.494	33.491	35.429	23.5	30.228	17.199624	18.784943	16.960531	14.204398	11.175127	13.280249	10.978609	11.919209	8	TRUE	31.2284	38.9106666666667	7.68226666666666	0.23065183891457	0.943709359486265	0.637043078548596	114	3125	Intermediate	NS	NS
ENSG00000151748.17_2_P	ENST00000324679	ENSG00000151748.17	SAV1	chr14	50635068	50635384	-	50635068	50635182	114	3	43.899	42.644	59.778	54.16	53.834	51.181	69.102	60.746	17.332355	18.429713	34.132065	22.968845	17.963481	19.184656	32.282652	23.953168	8	TRUE	57.8046	48.7736666666667	-9.03093333333334	0.24214994321315	0.950446521916328	0.615915628464308	114	3125	Proximal	NS	NS
ENSG00000103549.24_3_D	ENST00000324685	ENSG00000103549.24	RNF40	chr16	30773937	30776307	+	30774114	30776307	2193	3	14.349	10.755	12.572	11.599	12.832	11.025	11.487	9.579	13.051163	9.131372	10.135655	9.843345	9.376348	9.955637	11.001234	9.63165	8	TRUE	11.3044	12.5586666666667	1.25426666666667	0.358431273738249	0.958982962316213	0.445594104424517	887	2193	Distal	NS	NS
ENSG00000103549.24_2_D	ENST00000324685,ENST00001000424,ENST00001137385,ENST00000864898,ENST00000928406,ENST00001121345	ENSG00000103549.24	RNF40	chr16	30773937	30775218	+	30774331	30775218	887	3	85.651	89.245	87.428	88.401	87.168	88.975	88.513	90.421	77.906585	75.772448	70.486639	75.021617	63.695383	80.345586	84.771046	90.91651	8	TRUE	88.6956	87.4413333333333	-1.25426666666667	0.35843127373825	0.958982962316213	0.445594104424516	887	2193	Proximal	NS	NS
ENSG00000110931.21_1_P	ENST00000324774,ENST00000337174,ENST00000347034,ENST00000412367,ENST00000652382,ENST00000973767,ENST00001142919	ENSG00000110931.21	CAMKK2	chr12	121240524	121240869	-	121240524	121240698	174	2	58.674	51.031	44.471	38.706	50.803	33.986	42.345	55.533	34.291251	22.50616	19.36408	19.071515	27.494506	16.169849	19.647332	33.868728	8	TRUE	44.2746	51.392	7.1174	0.264276744227224	0.952310198261302	0.577941052146982	174	2777	Proximal	NS	NS
ENSG00000090263.18_1_D	ENST00000324787	ENSG00000090263.18	MRPS33	chr7	141002609	141006535	-	141002609	141006429	3820	2	4.204	3.953	4.371	3.073	2.625	2.335	3.201	4.242	3.093944	2.662807	2.989121	2.762932	2.081514	1.918753	2.428067	2.361741	8	TRUE	3.0952	4.176	1.0808	0.0266915594554873	0.709539196754237	1.57362605179781	269	3820	Distal	NS	NS
ENSG00000180182.13_1_D	ENST00000324817	ENSG00000180182.13	MED14	chrX	40648305	40651879	-	40648305	40651805	3500	2	1.035	2.905	1.412	3.264	2.749	2.195	1.857	2.636	0.476487	1.268843	0.93781	1.686202	1.125146	1.040598	0.82457	1.168659	5	TRUE	2.5402	1.784	-0.7562	0.317163100127411	0.958982962316213	0.498717345765652	2263	3500	Distal	NS	NS
ENSG00000180182.13_2_P	ENST00000324817	ENSG00000180182.13	MED14	chrX	40649542	40651879	-	40649542	40651805	2263	2	98.965	97.095	98.588	96.736	97.251	97.805	98.143	97.364	45.559934	42.414796	65.477387	49.982157	39.801855	46.358013	43.578911	43.1641	8	TRUE	97.4598	98.216	0.756199999999993	0.317163100127415	0.958982962316213	0.498717345765646	2263	3500	Proximal	NS	NS
ENSG00000037897.19_1_D	ENST00000324871	ENSG00000037897.19	METTL1	chr12	57768470	57769151	-	57768470	57768995	525	2	13.741	8.353	17.469	15.414	25.091	38.029	14.462	2.651	4.464592	2.417592	6.202956	5.640237	7.751317	10.732517	5.17463	0.863625	7	TRUE	19.1294	13.1876666666667	-5.94173333333333	0.398762470732272	0.958982962316213	0.399285721776715	415	525	Distal	NS	NS
ENSG00000110713.20_1_D	ENST00000324932	ENSG00000110713.20	NUP98	chr11	3675009	3676376	-	3675009	3676158	1149	2	67.55	60.552	88.392	70.002	62.195	64.13	74.717	58.223	47.162316	36.869742	46.02927	58.262906	51.499121	59.331183	55.499909	52.166966	8	TRUE	65.8534	72.1646666666667	6.31126666666667	0.536781903850777	1	0.270202133655427	290	1149	Distal	NS	NS
ENSG00000110713.20_2_P	ENST00000324932	ENSG00000110713.20	NUP98	chr11	3675868	3676376	-	3675868	3676158	290	2	32.45	39.448	11.608	29.998	37.805	35.87	25.283	41.777	22.655587	24.019584	6.044817	24.967438	31.304024	33.18531	18.78054	37.431521	8	TRUE	34.1466	27.8353333333333	-6.31126666666666	0.536781903850777	1	0.270202133655426	290	1149	Proximal	NS	NS
ENSG00000078674.22_1_P	ENST00000325083	ENSG00000078674.22	PCM1	chr8	18027636	18027758	+	18027662	18027758	96	2	0	0	0	0	47.488	31.102	0	0	0	0	0	0	20.774455	10.630225	0	0	2	TRUE	15.718	0	-15.718	0.189957891843394	0.939309713710705	0.721342658872401	96	313	Proximal	NS	NS
ENSG00000078674.22_2_D	ENST00000325083	ENSG00000078674.22	PCM1	chr8	18027636	18027975	+	18027662	18027975	313	2	100	100	100	100	52.512	68.898	100	100	17.146277	17.911493	33.950105	26.122122	22.972007	23.547852	29.422369	21.300834	8	TRUE	84.282	100	15.718	0.189957891843394	0.939309713710705	0.721342658872401	96	313	Distal	NS	NS
ENSG00000165300.10_1_P	ENST00000325089	ENSG00000165300.10	SLITRK5	chr13	87675380	87679616	+	87678265	87679616	1351	2	95.491	95.159	70.814	83.577	86.869	88.612	86.938	89.749	0.797087	0.706729	0.040104	13.264323	10.709236	15.270581	10.029114	9.663411	5	TRUE	87.149	87.1546666666667	0.00566666666667004	0.999511798446347	1	0.00021207501269656	1351	18007	Proximal	NS	NS
ENSG00000165300.10_2_D	ENST00000325089	ENSG00000165300.10	SLITRK5	chr13	87675380	87696272	+	87678265	87696272	18007	2	4.509	4.841	29.186	16.423	13.131	11.388	13.062	10.251	0.037635	0.035951	0.016529	2.606393	1.618754	1.962564	1.506763	1.103686	5	TRUE	12.851	12.8453333333333	-0.00566666666666649	0.999511798446348	1	0.000212075012696416	1351	18007	Distal	NS	NS
ENSG00000179476.10_1_P	ENST00000325192	ENSG00000179476.10	DORIP1	chr14	44905366	44905810	+	44905550	44905810	260	2	0	0	71.154	84.821	0	86.475	92.785	72.671	0	0	2.003209	7.469658	0	3.623418	2.392246	2.313716	5	TRUE	67.3504	23.718	-43.6324	0.208918905453236	0.942890048196625	0.680022258140735	260	1707	Proximal	NS	NS
ENSG00000179476.10_2_D	ENST00000325192	ENSG00000179476.10	DORIP1	chr14	44905366	44907257	+	44905550	44907257	1707	2	100	100	28.846	15.179	100	13.525	7.215	27.329	1.041198	1.187767	0.812122	1.336712	1.216033	0.566723	0.186031	0.870086	4	TRUE	32.6496	76.282	43.6324	0.208918905453236	0.942890048196625	0.680022258140736	260	1707	Distal	NS	NS
ENSG00000160226.17_1_D	ENST00000325223	ENSG00000160226.17	CFAP410	chr21	44328943	44330326	-	44328943	44330197	1254	2	23.909	20.12	20.574	33.453	19.794	22.714	31.336	17.951	2.093243	2.262171	2.191949	2.521686	1.80261	2.370304	3.559278	2.12694	8	TRUE	25.0496	21.5343333333333	-3.51526666666667	0.339384268388967	0.958982962316213	0.469308292572873	307	1254	Distal	NS	NS
ENSG00000160226.17_2_P	ENST00000325223	ENSG00000160226.17	CFAP410	chr21	44329890	44330326	-	44329890	44330197	307	2	76.091	79.88	79.426	66.547	80.206	77.286	68.664	82.049	6.661891	8.981403	8.461816	5.016411	7.304084	8.065242	7.799096	9.721881	8	TRUE	74.9504	78.4656666666667	3.51526666666666	0.339384268388968	0.958982962316213	0.469308292572872	307	1254	Proximal	NS	NS
ENSG00000029993.17_2_D	ENST00000325307,ENST00001105292,ENST00001105293,ENST00001105294,ENST00001105295,ENST00001105299,ENST00001105304,ENST00001105306,ENST00001105311,ENST00001105316,ENST00001105319,ENST00001134987	ENSG00000029993.17	HMGB3	chrX	150987776	150990775	+	150987954	150990775	2821	2	57.957	54.605	56.298	49.064	46.001	43.012	50.386	46.202	127.469908	121.656684	131.689047	111.948329	92.155338	95.817922	94.53813	91.445676	8	TRUE	46.933	56.2866666666667	9.35366666666667	0.00116201037118135	0.26353065658527	2.93478999576089	825	2821	Distal	NS	NS
ENSG00000029993.17_1_P	ENST00000325307,ENST00001105292,ENST00001105293,ENST00001105294,ENST00001105295,ENST00001105299,ENST00001105304,ENST00001105306,ENST00001105311,ENST00001105316,ENST00001105319,ENST00001134987,ENST00001105298,ENST00000918046	ENSG00000029993.17	HMGB3	chrX	150987776	150988779	+	150987954	150988779	825	2	42.043	45.395	43.702	50.936	53.999	56.988	49.614	53.798	92.467194	101.13901	102.223341	116.221946	108.176313	126.953765	93.088884	106.479346	8	TRUE	53.067	43.7133333333333	-9.35366666666667	0.00116201037118135	0.26353065658527	2.93478999576089	825	2821	Proximal	NS	NS
ENSG00000082213.20_1_P	ENST00000325366	ENSG00000082213.20	C5orf22	chr5	31552772	31553268	+	31552902	31553268	366	4	0	49.909	34.54	39.639	51.611	31.185	45.368	52.335	0	25.35528	14.002568	18.991038	25.873588	12.665062	20.762013	24.734633	7	TRUE	44.0276	28.1496666666667	-15.8779333333333	0.395738428329911	0.958982962316213	0.402591775356169	366	2156	Proximal	NS	NS
ENSG00000082213.20_2_D	ENST00000325366	ENSG00000082213.20	C5orf22	chr5	31552772	31554808	+	31552902	31554808	1906	4	77.565	0	42.472	0	0	37.644	14.622	0	22.061609	0	17.218315	0	0	15.287912	6.691639	0	4	TRUE	10.4532	40.0123333333333	29.5591333333333	0.317055378994486	0.958982962316213	0.498864874403191	366	2156	Intermediate	NS	NS
ENSG00000082213.20_3_D	ENST00000325366	ENSG00000082213.20	C5orf22	chr5	31552772	31554886	+	31552902	31554886	1984	4	0	44.353	0	53.271	46.784	17.197	33.29	44.985	0	22.532653	0	25.522106	23.453362	6.984097	15.2349	21.260599	6	TRUE	39.1054	14.7843333333333	-24.3210666666667	0.235482270953168	0.943790769523835	0.6280417845735	366	2156	Intermediate	NS	NS
ENSG00000082213.20_4_D	ENST00000325366	ENSG00000082213.20	C5orf22	chr5	31552772	31555058	+	31552902	31555058	2156	4	22.435	5.738	22.989	7.09	1.605	13.974	6.719	2.68	6.381079	2.915037	9.319808	3.396628	0.804704	5.674966	3.075077	1.266723	7	TRUE	6.4136	17.054	10.6404	0.191252592324759	0.939309713710705	0.718392669509205	366	2156	Distal	NS	NS
ENSG00000218891.7_1_D	ENST00000325421	ENSG00000218891.7	ZNF579	chr19	55576773	55579641	-	55576773	55577950	1177	2	3.622	4.815	2.931	5.68	9.121	6.027	7.505	7.79	0.799392	1.077043	0.636556	1.122251	1.670637	1.325882	1.451661	1.56256	6	TRUE	7.2246	3.78933333333333	-3.43526666666667	0.00683637433130085	0.507593734256423	2.16517416514857	428	1177	Distal	NS	NS
ENSG00000218891.7_2_P	ENST00000325421	ENSG00000218891.7	ZNF579	chr19	55577522	55579641	-	55577522	55577950	428	2	96.378	95.185	97.069	94.32	90.879	93.973	92.495	92.21	21.271955	21.292073	21.084799	18.634601	16.646534	20.671624	17.889738	18.495827	8	TRUE	92.7754	96.2106666666667	3.43526666666666	0.00683637433130084	0.507593734256423	2.16517416514857	428	1177	Proximal	NS	NS
ENSG00000179364.17_1_S	ENST00000325438	ENSG00000179364.17	PACS2	chr14	105394553	105398147	+	105394672	105398147	3475	3	100	100	100	100	100	100	100	100	10.468072	7.900259	9.719984	6.767996	5.123603	6.718739	4.997505	4.241109	8	TRUE	100	100	0	1	1	0	583	3475	Distal	NS	NS
ENSG00000166037.13_1_P	ENST00000325486	ENSG00000166037.13	CEP57	chr11	95831025	95831730	+	95831256	95831730	474	3	41.929	46.168	17.957	0	53.507	26.551	28.845	28.842	17.295426	20.580184	8.363966	0	19.013271	9.417103	9.602787	8.793645	7	TRUE	27.549	35.3513333333333	7.80233333333334	0.549764921338752	1	0.259822974487153	474	1437	Proximal	NS	NS
ENSG00000166037.13_2_D	ENST00000325486	ENSG00000166037.13	CEP57	chr11	95831025	95832231	+	95831256	95832231	975	3	0	0	24.04	36.985	0	0	0	0	0	0	11.197086	13.62054	0	0	0	0	2	TRUE	7.397	8.01333333333333	0.616333333333333	0.957105736176977	1	0.0190400809258042	474	1437	Intermediate	NS	NS
ENSG00000166037.13_3_D	ENST00000325486	ENSG00000166037.13	CEP57	chr11	95831025	95832693	+	95831256	95832693	1437	3	58.071	53.832	58.003	63.015	46.493	73.449	71.155	71.158	23.953623	23.996166	27.015848	23.206191	16.521131	26.051359	23.68797	21.695061	8	TRUE	65.054	56.6353333333333	-8.41866666666667	0.168841566565155	0.939309713710705	0.772520626978148	474	1437	Distal	NS	NS
ENSG00000152061.25_2_D	ENST00000325589	ENSG00000152061.25	RABGAP1L	chr1	174989848	174995308	+	174990001	174995308	5307	2	100	45.488	100	100	100	100	100	100	2.00203	0.935505	2.791504	4.640826	2.324122	2.785928	2.153138	2.198668	7	TRUE	100	81.8293333333333	-18.1706666666667	0.422649730810374	0.958982962316213	0.37401940329452	5307	5307	Intermediate	NS	NS
ENSG00000100614.20_1_P	ENST00000325642	ENSG00000100614.20	PPM1A	chr14	60292452	60293337	+	60292482	60293337	855	2	80.96	83.189	74.269	76.477	72.193	67.131	77.559	72.404	21.005991	25.4588	20.247126	27.399421	19.444648	19.401757	23.822545	21.228132	8	TRUE	73.1528	79.4726666666667	6.31986666666667	0.125784651841978	0.939309713710705	0.900372347976498	855	6605	Proximal	NS	NS
ENSG00000100614.20_2_D	ENST00000325642	ENSG00000100614.20	PPM1A	chr14	60292452	60299087	+	60292482	60299087	6605	2	19.04	16.811	25.731	23.523	27.807	32.869	22.441	27.596	4.940209	5.144691	7.014613	8.427701	7.489794	9.499477	6.892825	8.090736	8	TRUE	26.8472	20.5273333333333	-6.31986666666667	0.125784651841979	0.939309713710705	0.900372347976496	855	6605	Distal	NS	NS
ENSG00000180228.16_1_D	ENST00000325748,ENST00000977363,ENST00000977364,ENST00001032035	ENSG00000180228.16	PRKRA	chr2	178431413	178432254	-	178431413	178432096	683	2	42.914	71.882	100	27.708	83.281	100	64.731	58.408	21.424907	40.49314	56.080711	16.663597	41.996901	64.553009	37.719502	37.940541	8	TRUE	66.8256	71.5986666666667	4.77306666666668	0.826918870325968	1	0.0825370973375629	553	683	Distal	NS	NS
ENSG00000180228.16_2_P	ENST00000325748,ENST00000977363,ENST00000977364,ENST00001032035	ENSG00000180228.16	PRKRA	chr2	178431543	178432254	-	178431543	178432096	553	2	57.086	28.118	0	72.292	16.719	0	35.269	41.592	28.500721	15.839488	0	43.475701	8.431051	0	20.55178	27.017631	6	TRUE	33.1744	28.4013333333333	-4.77306666666667	0.826918870325968	1	0.0825370973375627	553	683	Proximal	NS	NS
ENSG00000128699.17_1_P	ENST00000325795,ENST00001003887,ENST00001091881	ENSG00000128699.17	ORMDL1	chr2	189771310	189771902	-	189771310	189771766	456	2	89.285	89.498	88.174	89.928	86.939	86.08	89.9	88.79	53.635078	60.808374	63.855481	71.409815	46.795083	68.57335	66.219269	48.698657	8	TRUE	88.3274	88.9856666666667	0.658266666666677	0.485862012693729	0.982123372051624	0.313487055088913	456	1444	Proximal	NS	NS
ENSG00000128699.17_2_D	ENST00000325795,ENST00001003887,ENST00001145093	ENSG00000128699.17	ORMDL1	chr2	189770322	189771902	-	189770322	189771766	1444	2	10.715	10.502	11.826	10.072	13.061	13.92	10.1	11.21	6.436652	7.135324	8.564493	7.998243	7.029865	11.089364	7.439207	6.14863	8	TRUE	11.6726	11.0143333333333	-0.658266666666666	0.485862012693736	0.982123372051624	0.313487055088907	456	1444	Distal	NS	NS
ENSG00000114439.21_1_P	ENST00000325805,ENST00000416476,ENST00000896798,ENST00001029245,ENST00001143131	ENSG00000114439.21	BBX	chr3	107805369	107806032	+	107805527	107806032	505	8	37.666	33.027	29.244	34.968	46.451	38.932	34.775	42.289	17.106119	13.37817	13.092756	16.752192	22.65903	19.342555	16.507607	18.643937	8	TRUE	39.483	33.3123333333333	-6.17066666666667	0.12052002710837	0.937708099030191	0.918940779313532	505	5797	Proximal	NS	NS
ENSG00000114439.21_5_D	ENST00000325805,ENST00000416476,ENST00000896798,ENST00001029245,ENST00001143131	ENSG00000114439.21	BBX	chr3	107805369	107810070	+	107805527	107810070	4543	8	13.972	6.194	0	0	7.045	5.886	4.862	0	6.345429	2.508991	0	0	3.436641	2.924545	2.30818	0	5	TRUE	3.5586	6.722	3.1634	0.524290967294343	0.998912952442646	0.280427624430117	505	5797	Intermediate	NS	NS
ENSG00000114439.21_7_D	ENST00000325805,ENST00000416476,ENST00000896798,ENST00001029245,ENST00001143131	ENSG00000114439.21	BBX	chr3	107805369	107811207	+	107805527	107811207	5680	8	38.5	56.046	34.741	65.032	46.504	33.744	45.402	48.135	17.484492	22.702307	15.553826	31.154724	22.684508	16.765022	21.552023	21.221559	8	TRUE	47.7634	43.0956666666667	-4.66773333333333	0.600258069874792	1	0.221661992572837	505	5797	Intermediate	NS	NS
ENSG00000114439.21_8_D	ENST00000325805,ENST00000416476,ENST00000896798,ENST00001029245,ENST00001143131	ENSG00000114439.21	BBX	chr3	107805369	107811324	+	107805527	107811324	5797	8	9.862	4.733	36.015	0	0	21.437	3.862	9.576	4.478681	1.917319	16.124485	0	0	10.650244	1.833202	4.221913	6	TRUE	6.975	16.87	9.895	0.421741767925496	0.958982962316213	0.374953385749918	505	5797	Distal	NS	NS
ENSG00000181991.18_2_D	ENST00000325844	ENSG00000181991.18	MRPS11	chr15	88477871	88478389	+	88477979	88478389	410	3	0	3.606	3.359	0	0	0	0	0	0	5.347446	4.894031	0	0	0	0	0	2	TRUE	0	2.32166666666667	2.32166666666667	0.184016359158611	0.939309713710705	0.735143566248624	97	1005	Intermediate	NS	NS
ENSG00000181991.18_3_D	ENST00000325844	ENSG00000181991.18	MRPS11	chr15	88477871	88478984	+	88477979	88478984	1005	3	8.182	6.499	9.205	7.956	8.246	8.892	7.667	7.558	13.30688	9.636356	13.411956	11.767637	12.246205	12.082646	11.456501	12.024099	8	TRUE	8.0638	7.962	-0.101800000000001	0.911395753072053	1	0.0402929994771488	97	1005	Distal	NS	NS
ENSG00000181991.18_1_P	ENST00000325844,ENST00001094445,ENST00001094446,ENST00001132684	ENSG00000181991.18	MRPS11	chr15	88477871	88478267	+	88478170	88478267	97	3	91.818	89.894	87.437	92.044	91.754	91.108	92.333	92.442	149.330347	133.288656	127.401949	136.146648	136.272851	123.801232	137.972056	147.057682	8	TRUE	91.9362	89.7163333333333	-2.21986666666666	0.219026873959793	0.942890048196625	0.659502595221966	97	1005	Proximal	NS	NS
ENSG00000157734.16_1_P	ENST00000325881,ENST00001002019,ENST00001133209	ENSG00000157734.16	SNX22	chr15	64154386	64154614	+	64154508	64154614	106	3	0	0	0	19.485	36.044	0	40.584	0	0	0	0	6.406371	16.179609	0	16.715088	0	3	TRUE	19.2226	0	-19.2226	0.0890333284487922	0.881039792608052	1.05044739052453	106	2972	Proximal	NS	NS
ENSG00000157734.16_2_D	ENST00000325881,ENST00001002019,ENST00001133209	ENSG00000157734.16	SNX22	chr15	64154386	64154757	+	64154508	64154757	249	3	47.01	60.733	57.207	41.169	36.07	64.879	27.902	61.177	12.834252	20.241759	20.728157	13.53591	16.19162	21.422011	11.491923	17.656796	8	TRUE	46.2394	54.9833333333333	8.74393333333333	0.333472591811298	0.958982962316213	0.476939855043573	106	2972	Intermediate	NS	NS
ENSG00000157734.16_3_D	ENST00000325881,ENST00001002019,ENST00001133209	ENSG00000157734.16	SNX22	chr15	64154386	64157480	+	64154508	64157480	2972	3	52.99	39.267	42.793	39.347	27.886	35.121	31.513	38.823	14.46677	13.087129	15.505215	12.936865	12.517877	11.596453	12.979061	11.204908	8	TRUE	34.538	45.0166666666667	10.4786666666667	0.105492562382646	0.905965504715983	0.976778158660511	106	2972	Distal	NS	NS
ENSG00000180304.15_1_D	ENST00000326005,ENST00000560258	ENSG00000180304.15	OAZ2	chr15	64687593	64688834	-	64687593	64688703	1110	2	44.449	61.934	46.772	50.687	65.886	56.665	48.889	52.785	123.029362	117.339935	113.552383	95.721032	109.306447	107.647198	94.61961	86.233648	8	TRUE	54.9824	51.0516666666667	-3.93073333333334	0.571355867624208	1	0.243093308208584	259	1110	Distal	NS	NS
ENSG00000180304.15_2_P	ENST00000326005,ENST00000560258	ENSG00000180304.15	OAZ2	chr15	64688444	64688834	-	64688444	64688703	259	2	55.551	38.066	53.228	49.313	34.114	43.335	51.111	47.215	153.760697	72.118306	129.227641	93.124974	56.596365	82.324495	98.918397	77.133926	8	TRUE	45.0176	48.9483333333333	3.93073333333334	0.571355867624208	1	0.243093308208584	259	1110	Proximal	NS	NS
ENSG00000178573.8_2_S	ENST00000326043	ENSG00000178573.8	MAF	chr16	79593837	79594553	-	79593837	79594459	622	2	NA	100	NA	100	100	100	100	100	0	1.029432	0	1.201041	0.499377	0.118735	0.107662	1.469345	3	TRUE	100	100	0	NA	NA	NA	129	622	Distal	NS	NS
ENSG00000178573.8_1_S	ENST00000326043,ENST00000393350	ENSG00000178573.8	MAF	chr16	79594330	79600714	-	79594330	79594459	129	2	100	100	100	100	100	100	100	100	7.536541	6.396345	5.887831	2.572887	4.677976	5.137571	3.479236	2.938888	8	TRUE	100	100	0	1	1	0	129	622	Proximal	NS	NS
ENSG00000131653.16_1_P	ENST00000326181	ENSG00000131653.16	TRAF7	chr16	2176559	2176938	+	2176574	2176938	364	3	43.611	37.404	40.893	40.237	46.366	47.666	43.173	32.865	38.957563	29.148938	37.053225	36.003663	44.072505	50.694754	36.830085	28.705059	8	TRUE	42.0614	40.636	-1.4254	0.670763482021599	1	0.173430589459241	364	1555	Proximal	NS	NS
ENSG00000131653.16_2_D	ENST00000326181	ENSG00000131653.16	TRAF7	chr16	2176559	2178060	+	2176574	2178060	1486	3	43.08	53.843	53.788	46.555	47.486	44.743	37.859	55.913	38.483492	41.959361	48.737751	41.657014	45.137177	47.585382	32.296704	48.835888	8	TRUE	46.5112	50.237	3.7258	0.458711178029007	0.97112894348338	0.338460676704366	364	1555	Intermediate	NS	NS
ENSG00000131653.16_3_D	ENST00000326181	ENSG00000131653.16	TRAF7	chr16	2176559	2178129	+	2176574	2178129	1555	3	13.309	8.753	5.32	13.208	6.148	7.591	18.968	11.222	11.889388	6.821513	4.820241	11.818846	5.843803	8.073203	16.181603	9.801155	8	TRUE	11.4274	9.12733333333333	-2.30006666666667	0.507802415687373	0.991764833995432	0.294305237457569	364	1555	Distal	NS	NS
ENSG00000204574.16_1_P	ENST00000326195,ENST00001122003,ENST00001135148	ENSG00000204574.16	ABCF1	chr6	30590534	30591312	+	30590701	30591312	611	4	71.865	77.505	59.829	69.86	77.985	75.883	70.27	56.128	93.740668	96.247486	79.008549	95.018111	98.494821	111.068444	97.135799	80.941973	8	TRUE	70.0252	69.733	-0.292199999999994	0.966022830036309	1	0.0150126097732959	611	831	Proximal	NS	NS
ENSG00000204574.16_2_D	ENST00000326195,ENST00001122003,ENST00001135148	ENSG00000204574.16	ABCF1	chr6	30590534	30591351	+	30590701	30591351	650	4	0	0	20.406	10.409	0	0	0	26.164	0	0	26.946941	14.15809	0	0	0	37.73077	3	TRUE	7.3146	6.802	-0.512600000000001	0.95474207817147	1	0.0201139364327175	611	831	Intermediate	NS	NS
ENSG00000204574.16_3_D	ENST00000326195,ENST00001122003,ENST00001135148	ENSG00000204574.16	ABCF1	chr6	30590534	30591431	+	30590701	30591431	730	4	15.968	10.145	0	0	10.914	10.265	16.175	0	20.828914	12.598655	0	0	13.784685	15.024484	22.359629	0	5	TRUE	7.4708	8.70433333333333	1.23353333333333	0.838577647559211	1	0.0764567179771307	611	831	Intermediate	NS	NS
ENSG00000204574.16_4_D	ENST00000326195,ENST00001122003,ENST00001135148	ENSG00000204574.16	ABCF1	chr6	30590534	30591532	+	30590701	30591532	831	4	12.167	12.35	19.765	19.731	11.1	13.852	13.555	17.708	15.871092	15.336446	26.101589	26.836309	14.019498	20.275438	18.736903	25.537363	8	TRUE	15.1892	14.7606666666667	-0.428533333333332	0.892135932336797	1	0.0495689683076454	611	831	Distal	NS	NS
ENSG00000153207.18_1_D	ENST00000326225,ENST00001030817	ENSG00000153207.18	AHCTF1	chr1	246839097	246840998	-	246839097	246840805	1708	2	18.968	27.999	22.158	30.75	36.869	29.794	23.258	24.411	6.787131	9.136175	7.415426	16.978867	13.189069	12.026219	8.175138	8.22902	8	TRUE	29.0164	23.0416666666667	-5.97473333333333	0.157582386846192	0.939309713710705	0.802492325697838	1437	1708	Distal	NS	NS
ENSG00000153207.18_2_P	ENST00000326225,ENST00001030817	ENSG00000153207.18	AHCTF1	chr1	246839368	246840998	-	246839368	246840805	1437	2	81.032	72.001	77.842	69.25	63.131	70.206	76.742	75.589	28.99404	23.494155	26.051409	38.236336	22.583436	28.338497	26.973966	25.481865	8	TRUE	70.9836	76.9583333333333	5.97473333333333	0.157582386846192	0.939309713710705	0.802492325697839	1437	1708	Proximal	NS	NS
ENSG00000178996.16_3_D	ENST00000326277,ENST00000381410	ENSG00000178996.16	SNX18	chr5	54543178	54546586	+	54543432	54546586	3154	3	18.35	8.644	13.422	7.114	5.352	13.279	17.403	14.815	3.511762	1.617115	2.382047	1.448406	0.742752	3.005194	3.393452	2.744832	7	TRUE	11.5926	13.472	1.8794	0.628374339507703	1	0.201781558256107	459	3154	Distal	NS	NS
