APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	K263E_Rep1.PAU	K263E_Rep2.PAU	K263E_Rep3.PAU	WT_Rep1.PAU	WT_Rep2.PAU	WT_Rep3.PAU	K263E_Rep1.TPM	K263E_Rep2.TPM	K263E_Rep3.TPM	WT_Rep1.TPM	WT_Rep2.TPM	WT_Rep3.TPM	Site	TPM_pass_n	Expression_Pass	WT_mean_PAU	K263E_mean_PAU	DeltaPAU	P_value	FDR	APA_direction	Mechanistic_category
ENSG00000174738.16_1_P	ENST00000312521,ENST00001118659,ENST00001142160	ENSG00000174738.16	NR1D2	chr3	23977222	23978497	+	23977419	23978497	1078	2	22.894	18.497	8.545	14.039	0	20.466	6.256381	5.811236	2.562353	3.718534	0	5.648086	P	5	TRUE	11.5016666666667	16.6453333333333	5.14366666666667	0.528557188690599	1	NS	NS
ENSG00000174738.16_2_D	ENST00000312521,ENST00001118659,ENST00001142160	ENSG00000174738.16	NR1D2	chr3	23977222	23980637	+	23977419	23980637	3218	2	77.106	81.503	91.455	85.961	100	79.534	21.070754	25.605933	27.423396	22.76879	23.638511	21.949218	D	6	TRUE	88.4983333333333	83.3546666666667	-5.14366666666668	0.528557188690599	1	NS	NS
ENSG00000130724.12_1_S	ENST00000312547,ENST00001100057,ENST00001135050,ENST00000600006	ENSG00000130724.12	CHMP2A	chr19	58551565	58551967	-	58551565	58551648	83	1	100	100	100	100	100	100	71.380767	65.586206	68.462335	59.153468	57.761768	50.170334	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000174718.14_1_S	ENST00000312561	ENSG00000174718.14	RESF1	chr12	31992377	31993107	+	31992535	31993107	572	1	100	100	100	100	100	100	28.600818	20.889225	13.953401	31.497291	16.229552	22.690327	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000175592.11_1_S	ENST00000312562,ENST00000532401,ENST00000913991	ENSG00000175592.11	FOSL1	chr11	65892219	65893296	-	65892219	65892885	666	1	100	100	100	NA	NA	100	0.322522	0.587874	0.15238	0	0	0.461696	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000175602.4_1_S	ENST00000312579	ENSG00000175602.4	CCDC85B	chr11	65890672	65891635	+	65891392	65891635	243	1	100	100	100	100	100	100	116.122125	118.363467	117.921446	137.970847	137.034541	104.923336	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000174740.9_1_S	ENST00000312600,ENST00000373105	ENSG00000174740.9	PABPC5	chrX	91435434	91438584	+	91436726	91438584	1858	1	100	100	100	100	100	100	16.199616	16.960974	19.735304	17.975579	20.215052	19.333867	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000175634.17_1_S	ENST00000312629	ENSG00000175634.17	RPS6KB2	chr11	67434988	67435401	+	67435169	67435401	232	1	100	100	100	100	100	100	44.169417	34.441369	21.587223	26.315783	33.892999	25.212288	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000174132.11_1_S	ENST00000312637,ENST00001096472	ENSG00000174132.11	FAM174A	chr5	100586180	100586741	+	100586255	100586741	486	1	100	100	100	100	100	100	18.57974	13.806238	20.775456	8.360743	24.926979	13.008876	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000173762.10_1_S	ENST00000312648,ENST00000584284	ENSG00000173762.10	CD7	chr17	82314869	82316409	-	82314869	82315320	451	1	NA	NA	100	NA	NA	100	0	0	0.103569	0	0	0.33092	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000175155.12_1_S	ENST00000312655	ENSG00000175155.12	YPEL2	chr17	59397100	59401729	+	59397190	59401729	4539	1	100	100	100	100	100	100	7.721135	7.940279	11.023472	6.973472	7.384832	9.644474	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000054179.14_1_S	ENST00000312665	ENSG00000054179.14	ENTPD2	chr9	137048108	137048860	-	137048108	137048656	548	1	NA	NA	100	NA	NA	NA	0	0	0.295752	0	0	0	S	0	FALSE	NA	100	NA	NA	NA	NS	NS
ENSG00000178279.5_1_S	ENST00000312693,ENST00000560751	ENSG00000178279.5	TNP2	chr16	11267856	11269533	-	11267856	11267995	139	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000249853.11_1_S	ENST00000312719	ENSG00000249853.11	HS3ST5	chr6	114055585	114058190	-	114055585	114057256	1671	1	100	100	100	100	100	100	20.30077	16.6629	17.877345	16.48133	19.797168	16.5805	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000146802.15_1_D	ENST00000312814,ENST00001002718,ENST00001035671,ENST00001140790	ENSG00000146802.15	TMEM168	chr7	112762381	112767744	-	112762381	112767196	4815	5	15.599	14.217	7.486	10.493	10.914	9.446	2.252459	1.894923	1.24171	1.64357	1.54371	1.132452	D	6	TRUE	10.2843333333333	12.434	2.14966666666667	0.482611082761023	1	NS	NS
ENSG00000146802.15_2_D	ENST00000312814,ENST00001002718,ENST00001035671,ENST00001140790	ENSG00000146802.15	TMEM168	chr7	112765662	112767744	-	112765662	112767196	1534	5	0	85.783	92.514	56.367	0	76.723	0	11.433282	15.345486	8.829411	0	9.197988	D	4	TRUE	44.3633333333333	59.4323333333333	15.069	0.710294893349624	1	NS	NS
ENSG00000146802.15_3_D	ENST00000312814,ENST00001002718,ENST00001035671,ENST00001140790	ENSG00000146802.15	TMEM168	chr7	112765732	112767744	-	112765732	112767196	1464	5	84.401	0	0	0	89.086	0	12.187192	0	0	0	12.600607	0	D	2	TRUE	29.6953333333333	28.1336666666667	-1.56166666666667	0.971381170517313	1	NS	NS
ENSG00000146802.15_4_D	ENST00000312814,ENST00001002718,ENST00001035671,ENST00001140790	ENSG00000146802.15	TMEM168	chr7	112766605	112767744	-	112766605	112767196	591	5	0	0	0	33.141	0	0	0	0	0	5.191183	0	0	D	1	FALSE	11.047	0	-11.047	NA	NA	NS	NS
ENSG00000146802.15_5_P	ENST00000312814,ENST00001002718,ENST00001035671,ENST00001140790	ENSG00000146802.15	TMEM168	chr7	112767084	112767744	-	112767084	112767196	112	5	0	0	0	0	0	13.831	0	0	0	0	0	1.658172	P	1	FALSE	4.61033333333333	0	-4.61033333333333	NA	NA	NS	NS
ENSG00000176641.13_1_S	ENST00000312828	ENSG00000176641.13	RNF152	chr18	61808062	61816598	-	61808062	61815851	7789	1	100	100	100	100	100	100	39.07754	42.302068	39.734718	48.408235	47.360808	58.133646	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000168453.18_1_D	ENST00000312841	ENSG00000168453.18	HR	chr8	22114414	22115762	-	22114414	22115699	1285	2	0	100	100	0	100	0	0	0.569733	0.472808	0	0.200775	0	D	0	FALSE	33.3333333333333	66.6666666666667	33.3333333333333	NA	NA	NS	NS
ENSG00000168453.18_2_P	ENST00000312841	ENSG00000168453.18	HR	chr8	22115062	22115762	-	22115062	22115699	637	2	100	0	0	100	0	100	1.744458	0	0	0.609795	0	0.27858	P	1	FALSE	66.6666666666667	33.3333333333333	-33.3333333333333	NA	NA	NS	NS
ENSG00000181016.11_1_P	ENST00000312849	ENSG00000181016.11	LSMEM1	chr7	112489809	112489970	+	112489949	112489970	21	3	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000181016.11_2_D	ENST00000312849	ENSG00000181016.11	LSMEM1	chr7	112489809	112490888	+	112489949	112490888	939	3	0	100	100	72.431	100	100	0	10.127997	9.043201	4.172907	5.759325	7.907223	D	5	TRUE	90.8103333333333	66.6666666666667	-24.1436666666667	0.54885973550399	1	NS	NS
ENSG00000181016.11_3_D	ENST00000312849	ENSG00000181016.11	LSMEM1	chr7	112489809	112491062	+	112489949	112491062	1113	3	100	0	0	27.569	0	0	6.675878	0	0	1.588289	0	0	D	2	TRUE	9.18966666666667	33.3333333333333	24.1436666666667	0.54885973550399	1	NS	NS
ENSG00000104973.21_1_S	ENST00000312865	ENSG00000104973.21	MED25	chr19	49836846	49836979	+	49836944	49836979	35	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000176402.6_1_S	ENST00000312891	ENSG00000176402.6	GJC3	chr7	99923268	99923603	-	99923268	99923544	276	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000115548.19_1_S	ENST00000312912	ENSG00000115548.19	KDM3A	chr2	86492038	86492716	+	86492119	86492716	597	1	100	100	100	100	100	100	44.048786	47.730727	49.962452	45.616281	46.763682	55.787622	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000164252.15_1_P	ENST00000312916	ENSG00000164252.15	AGGF1	chr5	77063051	77063442	+	77063252	77063442	190	5	25.877	0	0	0	0	20.709	11.964044	0	0	0	0	8.33194	P	2	TRUE	6.903	8.62566666666667	1.72266666666667	0.88398625502832	1	NS	NS
ENSG00000164252.15_2_D	ENST00000312916	ENSG00000164252.15	AGGF1	chr5	77063051	77063675	+	77063252	77063675	423	5	0	32.837	0	23.064	18.737	0	0	14.522916	0	8.93598	8.24048	0	D	3	TRUE	13.9336666666667	10.9456666666667	-2.988	0.831713836435358	1	NS	NS
ENSG00000164252.15_3_D	ENST00000312916	ENSG00000164252.15	AGGF1	chr5	77063051	77064096	+	77063252	77064096	844	5	0	0	25.969	0	13.142	0	0	0	10.975101	0	5.779714	0	D	2	TRUE	4.38066666666667	8.65633333333333	4.27566666666667	0.689604399175675	1	NS	NS
ENSG00000164252.15_4_D	ENST00000312916	ENSG00000164252.15	AGGF1	chr5	77063051	77064987	+	77063252	77064987	1735	5	0	0	0	0	0	33.953	0	0	0	0	0	13.660771	D	1	FALSE	11.3176666666667	0	-11.3176666666667	NA	NA	NS	NS
ENSG00000164252.15_5_D	ENST00000312916	ENSG00000164252.15	AGGF1	chr5	77063051	77065234	+	77063252	77065234	1982	5	74.123	67.163	74.031	76.936	68.121	45.338	34.270785	29.704352	31.286645	29.808645	29.958718	18.241482	D	6	TRUE	63.465	71.7723333333333	8.30733333333333	0.473241156044643	1	NS	NS
ENSG00000198553.10_1_P	ENST00000312942,ENST00000360473,ENST00001131575	ENSG00000198553.10	KCNRG	chr13	50020213	50020475	+	50020454	50020475	21	2	0	0	0	78.858	100	0	0	0	0	4.398197	5.701845	0	P	2	TRUE	59.6193333333333	0	-59.6193333333333	0.189148595413565	1	NS	NS
ENSG00000198553.10_2_D	ENST00000312942,ENST00000360473,ENST00001131575	ENSG00000198553.10	KCNRG	chr13	50020213	50020922	+	50020454	50020922	468	2	100	100	100	21.142	0	100	1.645954	0.751802	2.344248	1.179183	0	0.739274	D	3	TRUE	40.3806666666667	100	59.6193333333333	0.189148595413565	1	NS	NS
ENSG00000146094.18_1_S	ENST00000312943,ENST00001030650,ENST00000510898	ENSG00000146094.18	DOK3	chr5	177501906	177504660	-	177501906	177503044	1138	1	100	100	100	100	100	100	17.112488	14.866092	14.257227	17.455268	15.794419	16.951354	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000154721.17_1_P	ENST00000312957,ENST00001117607	ENSG00000154721.17	JAM2	chr21	25714639	25714923	+	25714686	25714923	237	2	0	49.366	0	47.185	0	46.996	0	4.407411	0	2.950267	0	4.803519	P	3	TRUE	31.3936666666667	16.4553333333333	-14.9383333333333	0.547206887272718	1	NS	NS
ENSG00000154721.17_2_D	ENST00000312957,ENST00001117607	ENSG00000154721.17	JAM2	chr21	25714639	25717562	+	25714686	25717562	2876	2	100	50.634	100	52.815	100	53.004	4.421993	4.520669	6.380393	3.302315	4.289196	5.417627	D	6	TRUE	68.6063333333333	83.5446666666667	14.9383333333333	0.547206887272718	1	NS	NS
ENSG00000152086.10_1_S	ENST00000312988	ENSG00000152086.10	TUBA3E	chr2	130191742	130192127	-	130191742	130191830	88	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000172531.18_1_S	ENST00000312989	ENSG00000172531.18	PPP1CA	chr11	67398182	67398645	-	67398182	67398534	352	1	100	100	100	100	100	100	190.525494	166.594435	180.269964	161.924627	153.882327	162.351209	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000081177.21_1_S	ENST00000312994	ENSG00000081177.21	EXD2	chr14	69240883	69242356	+	69241100	69242356	1256	1	100	100	100	100	100	100	38.179713	48.872601	47.294868	45.79583	46.564321	48.127271	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000186318.20_1_D	ENST00000313005,ENST00000680681,ENST00000680971	ENSG00000186318.20	BACE1	chr11	117285696	117289807	-	117285696	117289565	3869	3	80.425	74.375	70.913	66.392	72.042	71.736	61.467142	62.182465	59.529999	54.117667	57.343683	62.296678	D	6	TRUE	70.0566666666667	75.2376666666667	5.181	0.205505732608403	1	NS	NS
ENSG00000186318.20_2_P	ENST00000313005,ENST00000680681,ENST00000680971	ENSG00000186318.20	BACE1	chr11	117287656	117289807	-	117287656	117289565	1909	3	18.219	20.611	22.237	28.756	22.616	21.304	13.924182	17.232426	18.667218	23.439496	18.002072	18.500228	P	6	TRUE	24.2253333333333	20.3556666666667	-3.86966666666666	0.231034097517552	1	NS	NS
ENSG00000137509.14_1_S	ENST00000313010,ENST00000993370,ENST00001031569	ENSG00000137509.14	PRCP	chr11	82824366	82825122	-	82824366	82824905	539	1	100	100	100	100	100	100	29.977226	35.962705	33.984496	36.722895	31.747558	39.841928	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000131115.18_1_S	ENST00000313040,ENST00000586228,ENST00000589005,ENST00000589707,ENST00000621083,ENST00000999981,ENST00001134059	ENSG00000131115.18	ZNF227	chr19	44234701	44237268	+	44236830	44237268	438	1	100	100	100	100	100	100	9.987029	10.552872	10.243918	9.522852	10.137919	10.937622	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000160801.16_1_S	ENST00000313049,ENST00001007767,ENST00001138286	ENSG00000160801.16	PTH1R	chr3	46903269	46903799	+	46903656	46903799	143	1	100	100	100	100	100	100	0.876845	0.780628	7.164104	0.46455	1.020085	1.741675	S	3	TRUE	100	100	0	1	1	NS	NS
ENSG00000181396.15_1_D	ENST00000313056	ENSG00000181396.15	OGFOD3	chr17	82389222	82392534	-	82389222	82392397	3175	3	49.341	34.388	32.154	31.152	31.761	51.488	11.194356	6.342778	7.63927	8.142132	7.631549	11.238207	D	6	TRUE	38.1336666666667	38.6276666666667	0.494	0.95699562942369	1	NS	NS
ENSG00000181396.15_2_D	ENST00000313056	ENSG00000181396.15	OGFOD3	chr17	82390115	82392534	-	82390115	82392397	2282	3	0	32.049	11.995	19.318	10.634	0	0	5.911324	2.849746	5.049257	2.555024	0	D	4	TRUE	9.984	14.6813333333333	4.69733333333333	0.693131496024132	1	NS	NS
ENSG00000181396.15_3_P	ENST00000313056	ENSG00000181396.15	OGFOD3	chr17	82392213	82392534	-	82392213	82392397	184	3	50.659	33.563	55.851	49.53	57.605	48.512	11.49333	6.1905	13.269059	12.945732	13.841462	10.588459	P	6	TRUE	51.8823333333333	46.691	-5.19133333333333	0.534467828921719	1	NS	NS
ENSG00000176165.14_1_P	ENST00000313071	ENSG00000176165.14	FOXG1	chr14	28766786	28769669	+	28768749	28769669	920	2	91.493	93.811	82.734	83.842	81.566	88.251	91.923629	106.136136	107.749872	65.18216	71.57288	87.221935	P	6	TRUE	84.553	89.346	4.79300000000001	0.301623330764264	1	NS	NS
ENSG00000176165.14_2_D	ENST00000313071	ENSG00000176165.14	FOXG1	chr14	28766786	28770277	+	28768749	28770277	1528	2	8.507	6.189	17.266	16.158	18.434	11.749	8.546736	7.001735	22.486182	12.562341	16.175101	11.611781	D	6	TRUE	15.447	10.654	-4.793	0.301623330764263	1	NS	NS
ENSG00000129667.15_1_S	ENST00000313080	ENSG00000129667.15	RHBDF2	chr17	76470895	76472052	-	76470895	76471632	737	1	NA	100	100	100	NA	NA	0	0.466556	0.329075	0.182251	0	0	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000180448.13_1_S	ENST00000313093	ENSG00000180448.13	ARHGAP45	chr19	1085659	1086628	+	1086006	1086628	622	1	100	100	100	100	100	100	0.553057	1.99446	0.35371	1.195899	0.73639	0.751134	S	2	TRUE	100	100	0	1	1	NS	NS
ENSG00000115875.21_1_D	ENST00000313117,ENST00001082943,ENST00001139806	ENSG00000115875.21	SRSF7	chr2	38743598	38745187	-	38743598	38745110	1512	2	66.294	55.074	51.507	52.418	51.349	50.767	105.805745	96.27808	82.104478	96.822409	89.68731	96.127505	D	6	TRUE	51.5113333333333	57.625	6.11366666666667	0.303099176938193	1	NS	NS
ENSG00000115875.21_2_P	ENST00000313117,ENST00001082943,ENST00001139806	ENSG00000115875.21	SRSF7	chr2	38744892	38745187	-	38744892	38745110	218	2	33.706	44.926	48.493	47.582	48.651	49.233	53.795252	78.538093	77.30056	87.890709	84.973413	93.222777	P	6	TRUE	48.4886666666667	42.375	-6.11366666666667	0.303099176938193	1	NS	NS
ENSG00000165637.16_1_S	ENST00000313132,ENST00001092733,ENST00001092734,ENST00001124608,ENST00001137841	ENSG00000165637.16	VDAC2	chr10	75230897	75231448	+	75230989	75231448	459	1	100	100	100	100	100	100	305.034965	315.388328	332.486807	301.412328	293.462486	279.5051	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000161202.22_1_P	ENST00000313143	ENSG00000161202.22	DVL3	chr3	184170318	184170886	+	184170755	184170886	131	3	62.698	54.752	51.803	58.914	53.358	49.676	99.897022	80.933138	80.124117	92.654894	76.686592	74.613109	P	6	TRUE	53.9826666666667	56.4176666666667	2.435	0.595760990434547	1	NS	NS
ENSG00000161202.22_2_D	ENST00000313143	ENSG00000161202.22	DVL3	chr3	184170318	184170946	+	184170755	184170946	191	3	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000161202.22_3_D	ENST00000313143	ENSG00000161202.22	DVL3	chr3	184170318	184173614	+	184170755	184173614	2859	3	37.302	45.248	48.197	41.086	46.642	50.324	59.434406	66.885073	74.545912	64.617185	67.03323	75.585595	D	6	TRUE	46.0173333333333	43.5823333333333	-2.435	0.595760990434547	1	NS	NS
ENSG00000143319.20_1_S	ENST00000313146	ENSG00000143319.20	ISG20L2	chr1	156721890	156723462	-	156721890	156723348	1458	1	100	100	100	100	100	100	45.379744	41.040443	43.765941	40.69022	42.829581	45.691238	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000112936.23_1_P	ENST00000313164	ENSG00000112936.23	C7	chr5	40981391	40981737	+	40981573	40981737	164	2	NA	0	0	NA	NA	NA	0	0	0	0	0	0	P	0	FALSE	NA	0	NA	NA	NA	NS	NS
ENSG00000112936.23_2_D	ENST00000313164	ENSG00000112936.23	C7	chr5	40981391	40982939	+	40981573	40982939	1366	2	NA	100	100	NA	NA	NA	0	0.295842	0.203789	0	0	0	D	0	FALSE	NA	100	NA	NA	NA	NS	NS
ENSG00000175879.10_1_P	ENST00000313173,ENST00000450510	ENSG00000175879.10	HOXD8	chr2	176131316	176132029	+	176131612	176132029	417	2	100	100	0	NA	100	100	0.258706	0.705785	0	0	0.201878	0.234033	P	0	FALSE	100	66.6666666666667	-33.3333333333333	NA	NA	NS	NS
ENSG00000175879.10_2_D	ENST00000313173,ENST00000450510	ENSG00000175879.10	HOXD8	chr2	176131316	176132695	+	176131612	176132695	1083	2	0	0	100	NA	0	0	0	0	0.417097	0	0	0	D	0	FALSE	0	33.3333333333333	33.3333333333333	NA	NA	NS	NS
ENSG00000138614.18_1_D	ENST00000313182	ENSG00000138614.18	INTS14	chr15	65578752	65579659	-	65578752	65579407	655	2	13.555	0	0	0	12.543	0	4.074948	0	0	0	3.32878	0	D	2	TRUE	4.181	4.51833333333333	0.337333333333333	0.958942431472025	1	NS	NS
ENSG00000138614.18_2_P	ENST00000313182	ENSG00000138614.18	INTS14	chr15	65578777	65579659	-	65578777	65579407	630	2	86.445	100	100	100	87.457	100	25.987403	35.979627	32.869721	28.354291	23.210453	33.673138	P	6	TRUE	95.819	95.4816666666667	-0.337333333333333	0.958942431472025	1	NS	NS
ENSG00000147457.16_1_S	ENST00000313219,ENST00001007100,ENST00001034635,ENST00001034638,ENST00001137028	ENSG00000147457.16	CHMP7	chr8	23260537	23262000	+	23260599	23262000	1401	1	100	100	100	100	100	100	87.140448	82.143665	77.579529	79.29073	83.220244	77.957996	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000161040.21_1_D	ENST00000313221	ENSG00000161040.21	FBXL13	chr7	102811188	102813531	-	102811188	102813341	2153	2	100	100	35.235	20.664	100	100	1.751344	1.30482	0.932094	1.54835	1.383758	1.303368	D	5	TRUE	73.5546666666667	78.4116666666667	4.857	0.894003029062947	1	NS	NS
ENSG00000161040.21_2_P	ENST00000313221	ENSG00000161040.21	FBXL13	chr7	102813229	102813531	-	102813229	102813341	112	2	0	0	64.765	79.336	0	0	0	0	1.713286	5.944643	0	0	P	2	TRUE	26.4453333333333	21.5883333333333	-4.857	0.894003029062947	1	NS	NS
ENSG00000149582.18_1_S	ENST00000313236,ENST00000533102	ENSG00000149582.18	TMEM25	chr11	118534506	118535835	+	118535629	118535835	206	1	100	100	100	100	100	100	67.836168	61.165923	55.412005	68.187167	53.675304	55.060597	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000056487.19_1_S	ENST00000313237	ENSG00000056487.19	PHF21B	chr22	44881161	44883304	-	44881161	44883085	1924	1	100	100	100	100	100	100	31.109832	39.611438	49.545096	31.003915	35.736485	54.482404	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000157326.21_1_S	ENST00000313250,ENST00000558263,ENST00000558581,ENST00001007720,ENST00001103490,ENST00001103494,ENST00001103488	ENSG00000157326.21	DHRS4	chr14	23968756	23969274	+	23968871	23969274	403	1	100	100	100	100	100	100	10.849807	14.729593	13.093741	14.290687	8.284861	13.697216	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000178719.19_1_S	ENST00000313269,ENST00000990948,ENST00001118977,ENST00001136989,ENST00000857587,ENST00000990945	ENSG00000178719.19	GRINA	chr8	143992691	143993415	+	143992954	143993415	461	1	100	100	100	100	100	100	433.841745	432.940889	379.749586	448.755787	399.286339	398.610877	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000077327.18_1_P	ENST00000313311,ENST00000376624,ENST00001015856,ENST00001142715	ENSG00000077327.18	SPAG6	chr10	22416618	22416767	+	22416688	22416767	79	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000077327.18_2_D	ENST00000313311,ENST00000376624,ENST00001015856,ENST00001142715	ENSG00000077327.18	SPAG6	chr10	22416618	22417621	+	22416688	22417621	933	2	100	100	100	100	100	100	6.366613	2.889486	4.694437	3.614373	2.590299	2.889179	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000134717.20_2_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52087643	+	52086758	52087643	885	9	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134717.20_3_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52088026	+	52086758	52088026	1268	9	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000134717.20_4_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52088390	+	52086758	52088390	1632	9	81.079	71.983	86.838	85.913	81.212	84.979	233.445465	210.40464	255.222206	202.292422	231.935881	222.177731	D	6	TRUE	84.0346666666667	79.9666666666667	-4.068	0.451275933107738	1	NS	NS
ENSG00000134717.20_5_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52088433	+	52086758	52088433	1675	9	5.303	12.199	0	0	3.466	0	15.2683	35.657936	0	0	9.898362	0	D	3	TRUE	1.15533333333333	5.834	4.67866666666667	0.315633839760328	1	NS	NS
ENSG00000134717.20_6_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52089533	+	52086758	52089533	2775	9	8.894	9.26	6.254	5.824	9.204	7.868	25.607171	27.067162	18.380992	13.712403	26.286102	20.570492	D	6	TRUE	7.632	8.136	0.503999999999999	0.730652613150194	1	NS	NS
ENSG00000134717.20_7_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52089772	+	52086758	52089772	3014	9	0	0	0	4.374	0	0	0	0	0	10.29837	0	0	D	1	FALSE	1.458	0	-1.458	NA	NA	NS	NS
ENSG00000134717.20_8_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52089892	+	52086758	52089892	3134	9	3.314	5.498	6.145	2.669	4.453	5.768	9.542017	16.07079	18.06034	6.285396	12.717149	15.079218	D	6	TRUE	4.29666666666667	4.98566666666667	0.689	0.608388937087894	1	NS	NS
ENSG00000134717.20_9_D	ENST00000313334	ENSG00000134717.20	BTF3L4	chr1	52086711	52090716	+	52086758	52090716	3958	9	1.41	1.059	0.763	1.22	1.665	1.385	4.059983	3.096022	2.242859	2.871991	4.75446	3.621226	D	6	TRUE	1.42333333333333	1.07733333333333	-0.346	0.211648825910641	1	NS	NS
ENSG00000134717.20_1_P	ENST00000313334,ENST00000489308,ENST00000878998	ENSG00000134717.20	BTF3L4	chr1	52086711	52087155	+	52086758	52087155	397	9	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000178403.4_1_S	ENST00000313341	ENSG00000178403.4	NEUROG2	chr4	112513515	112515476	-	112513515	112514656	1141	1	100	100	100	100	100	100	0.093809	1.03277	0.821301	1.104044	1.066915	2.317045	S	4	TRUE	100	100	0	1	1	NS	NS
ENSG00000179833.6_1_S	ENST00000313349	ENSG00000179833.6	SERTAD2	chr2	64631620	64636875	-	64631620	64635926	4306	1	100	100	100	100	100	100	9.998774	11.401727	13.300225	9.629855	10.30461	11.9629	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000179950.17_1_D	ENST00000313352	ENSG00000179950.17	PUF60	chr8	143816343	143816819	-	143816343	143816519	176	2	0	1.19	6	8.794	0	1.262	0	2.277473	10.890127	16.781637	0	2.478378	D	4	TRUE	3.352	2.39666666666667	-0.955333333333334	0.788673358616161	1	NS	NS
ENSG00000070882.15_1_S	ENST00000313367	ENSG00000070882.15	OSBPL3	chr7	24796539	24800279	-	24796539	24800182	3643	1	100	100	100	100	100	100	1.88383	1.837253	1.705613	2.074509	1.565843	1.513053	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000178913.9_1_S	ENST00000313368	ENSG00000178913.9	TAF7	chr5	141318487	141320784	-	141318487	141318994	507	1	100	100	100	100	100	100	186.156006	206.776193	213.927523	169.508176	178.672167	201.319609	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000009950.18_1_S	ENST00000313375,ENST00000434326	ENSG00000009950.18	MLXIPL	chr7	73593193	73594403	-	73593193	73593864	671	1	100	100	100	100	100	100	2.506251	1.384406	0.922359	1.017291	1.318964	0.676512	S	4	TRUE	100	100	0	1	1	NS	NS
ENSG00000145916.21_1_S	ENST00000313386	ENSG00000145916.21	RMND5B	chr5	178147968	178148568	+	178148032	178148568	536	1	100	100	100	100	100	100	50.092864	56.972889	47.724906	52.192156	58.880979	58.253881	S	6	TRUE	100	100	0	1	1	NS	NS
